eerste,أولاً,първо,prvo,primer,První,først,Erste,πρώτα,first ,Unue,primero,esimene,lehenengo,اولین,ensimmäinen,d'abord,primeira,ראשון,prvi,első,առաջին,Pertama,Fyrsta,Primo,初め,პირველი,бірінші,첫 번째,Primo,pirmais,Прво,Pertama,Eerst,først,Pierwszy,primeiro,primeiro,primul,первый,najprv,najprej,së pari,први,först,อันดับแรก,Una,Birinci,پہلا,Đầu tiên
in,داخل,в,u,a,do,ind i,hinein,σε,into ,en,en,sisse,-n zehar,به,luona,dans,en,לְתוֹך,u,-ba,մեջ,ke dalam,inn í,in,の中へ,-ში,-ге,~ 안으로,in,norāda,во,ke dalam,naar binnen,inn i,do,em,em,în,в,do,v,ndaj,у,in i,เข้าไปข้างใน,sa,içine,میں,vào trong
enigiets,أي شئ,всичко,bilo šta,alguna cosa,cokoliv,hvad som helst,irgendetwas,Οτιδήποτε,anything ,io ajn,cualquier cosa,midagi,zerbait,هر چیزی,mitä tahansa,quoi que ce soit,calquera cousa,כל דבר,bilo što,bármi,ամեն ինչ,apa pun,hvað sem er,nulla,なんでも,რაიმე,бірдеме,아무것,nulla,kaut kas,било што,apa sahaja,iets,hva som helst,wszystko,qualquer coisa,qualquer coisa,orice,что-либо,čokoľvek,karkoli,asgjë,било шта,något,อะไรก็ตาม,anumang bagay,herhangi bir şey,کچھ بھی,bất cứ điều gì
steeds,ما زال,все още,još uvijek,encara,ještě pořád,Stadig,still,ακόμη,still ,ankoraŭ,aún,vaikselt,lasai,هنوز,edelleen,toujours,aínda,עוֹד,još,még mindig,դեռահաս,tetap,Enn,Ancora,まだ,ისევ,қимылсыз,아직,Ancora,nekustīgi,Сепак,Masih,nog steeds,fortsatt,Nadal,ainda,ainda,încă,все еще,stále,še,akoma,још увек,fortfarande,นิ่ง,pa rin,Hala,پھر بھی,vẫn
vind,يجد,намирам,pronaći,trobar,nalézt,Find,finden,εύρημα,find ,Trovu,encontrar,leidma,aurkitu,پیدا کردن,löytö,trouver,atopar,למצוא,pronaći,megtalálja,գտնել,menemukan,Finndu,Trovare,探す,პოვნა,табу,찾다,Trovare,atrast,најдете,cari,vinden,finne,znajdować,encontrar,encontrar,găsi,находить,Nájsť,najti,Gjej,пронаћи,hitta,หา,hanapin,bulmak,مل,tìm thấy
lewe,حياة,живот,život,vida,život,liv,Leben,ΖΩΗ,life ,Vivo,vida,elu,bizitza,زندگی,elämä,vie,vida,חַיִים,život,élet,կյանք,kehidupan,líf,vita,人生,სიცოცხლე,өмір,삶,vita,dzīve,Lifeивотот,hidup,leven,liv,życie,vida,vida,viaţă,жизнь,životnosť,življenje,jetë,живот,liv,ชีวิต,Buhay,hayat,زندگی,mạng sống
niks,لا شئ,Нищо,ništa,res,nic,ikke noget,Nichts,τίποτα,nothing ,nenio,nada,mitte midagi,ezer ez,هیچ چی,ei mitään,rien,nada,שום דבר,ništa,semmi,ոչինչ,Tidak ada apa-apa,ekkert,Niente,なし,არაფერი,ештеңе,아무것도 아님,Niente,nekas,ништо,tidak ada,Niets,ingenting,Nic,nada,nada,nimic,ничего,nič,nič,asgjë,ништа,ingenting,ไม่มีอะไร,wala,Hiçbir şey,کچھ نہیں,Không có gì
dag,يوم,ден,dan,dia,den,dag,Tag,ημέρα,day ,tago,día,päev,egun,روز,päivä,jour,día,יְוֹם,dan,nap,օր,hari,dagur,giorno,日,დღეს,күн,낮,giorno,diena,ден,hari,dag,dag,dzień,dia,dia,zi,день,deň,dan,ditë,дан,dag,วัน,araw,gün,دن,ngày
God,إله,Бог,Bog,Déu,Bůh,Gud,Gott,θεός,god ,Dio,dios,jumal,Jainko,خداوند,Jumala,Dieu,Deus,אלוהים,bog,Isten,աստված,Tuhan,Guð,Dio,神,ღმერთი,Құдай,하나님,Dio,dievs,Бог,Tuhan,god,Gud,Bóg,Deus,Deus,dumnezeu,бог,bohatstvo,Bog,zot,Бог,Gud,พระเจ้า,Diyos,Tanrı,خدا,chúa
werk,عمل,работа,raditi,treball,práce,arbejde,arbeiten,δουλειά,work ,laboro,trabajar,töö,lan,کار,tehdä työtä,travail,traballo,עֲבוֹדָה,raditi,munka,աշխատանք,bekerja,Vinna,lavoro,仕事,სამუშაო,жұмыс,일하다,lavoro,darbība,работа,bekerja,werk,arbeid,praca,trabalhar,trabalhar,muncă,работа,práca,delo,punim,рад,arbete,งาน,trabaho,iş,کام,công việc
hulle,هُم,техен,njihov,seus,jejich,deres,ihre,δικα τους,their ,ilia,su,nende,beraien,آنها,heidän,leur,o seu,שֶׁלָהֶם,njihov,az övék,նրանց,milik mereka,þeirra,loro,彼らの,მათი,олардікі,그들의,loro,viņu,нивните,mereka,hun,deres,ich,deles,deles,al lor,их,ich,njihove,e tyre,њиһов,deras,ของพวกเขา,kanilang,onların,ان کا,của họ
weer,مرة أخرى,отново,opet,novament,znovu,en gang til,nochmal,πάλι,again ,Denove,de nuevo,uuesti,berriro,از نو,uudelleen,encore,De novo,שוב,opet,újra,նորից,lagi,aftur,Ancora,また,კვლავ,қайтадан,다시,Ancora,atkal,повторно,sekali lagi,opnieuw,en gang til,Ponownie,de novo,de novo,din nou,снова,znova,ponovno,përsëri,опет,igen,อีกครั้ง,muli,Tekrar,ایک بار پھر,lại
kan wees,ربما,може би,možda,pot ser,možná,måske,Vielleicht,μπορεί,maybe ,eble,tal vez,võib olla,agian,شاید,voi olla,peut être,pode ser,אולי,može biti,talán,Միգուցե,Mungkin,Kannski,Forse,多分,შესაძლოა,мүмкін,아마도,Forse,var būt,можеби,mungkin,misschien,kan være,Może,talvez,talvez,pot fi,может быть,možno,morda,ndoshta,можда,kanske,อาจจะ,Siguro,Belki,شاید,Có lẽ
muf,يجب,трябва да,mora,haver de,musí,skal,muss,πρέπει,must ,devas,debe,peab olema,behar izan,باید,on pakko,devoir,DEBE,צריך,mora,kell,պետք է,harus,verður,dovere,しなければならない,უნდა,керек,~ 해야 하다,dovere,prasīt,мора,mesti,moeten,må,musieć,deve,deve,trebuie sa,должен,musieť,mora,duhet,морам,måste,ต้อง,dapat,mutlak,ضروری ہے,phải
voordat,قبل,преди,prije,abans,před,Før,Vor,πριν,before ,antaŭe,antes,enne,baino lehen,قبل از,ennen,avant,antes,לפני,prije,előtt,նախքան,sebelum,áður,Prima,前,წინ,дейін,~ 전에,Prima,pirms,пред,sebelumnya,voor,før,zanim,antes,antes,inainte de,до,pred,prej,para,пре него што,innan,ก่อน,dati,önce,پہلے,trước
ander,آخر,други,drugi,altre,jiný,Andet,andere,άλλα,other ,alia,otro,teine,beste,دیگر,muut,autre,outra,אַחֵר,drugi,Egyéb,այլ,lainnya,annað,altro,他の,სხვა,өзге,다른,altro,cits,Друго,yang lain,ander,annen,Inny,outro,outro,alte,другой,druhý,drugi,tjetër,други,Övrig,อื่น,iba pa,diğer,دیگر,khác
wag,انتظر,изчакайте,čekati,esperar,Počkejte,vente,Warten,Περίμενε,wait ,atendu,esperar,ootama,itxaron,صبر کن,odota,attendez,Agarda,לַחֲכוֹת,čekati,várjon,սպասել,Tunggu,Bíddu,Aspettare,待って,ლოდინი,күту,기다리다,Aspettare,nogaidīt,почекај,tunggu,wachten,vente,Czekać,espere,espere,aștepta,ждать,čakať,čakaj,prit,чекати,vänta,รอ,Maghintay,Beklemek,انتظار کرو,Chờ đợi
stop,قف,Спри се,prestati,Atura,stop,hold op,stoppen,να σταματήσει,stop ,Ĉesu,detener,peatus,geldialdi,متوقف کردن,lopettaa,arrêt,parar,תפסיק,Stop,állj meg,կանգ առնել,berhenti,Hættu,fermare,ストップ,გაჩერება,Тоқта,멈추다,fermare,apturēt,Стоп,Berhenti,stop,Stoppe,zatrzymywać się,parar,parar,Stop,останавливаться,zastavenie,nehaj,ndaloj,зауставити,sluta,หยุด,Huminto,durmak,بند کرو,dừng lại
roep,يتصل,обадете се,nazvati,anomenada,volání,opkald,Forderung,κλήση,call ,Voku,llamar,helistama,izena izan,زنگ زدن,puhelu,appel,chamar,שִׂיחָה,poziv,hívás,զանգահարել,panggilan,Hringdu,chiamata,電話,დარეკვა,шақыру,부르다,chiamata,izsaukt,повик,Panggilan,telefoongesprek,anrop,dzwonić,chamar,chamar,apel,вызов,zavolať,KLIČITE,telefonatë,назвати,ring upp,เรียก,Tumawag,Arama,کال کریں,gọi 
nadat,بعد,след,poslije,després,po,efter,nach,μετά,after ,Post,después,pärast,-ren ondoren,بعد از,jälkeen,après,despois,לאחר,nakon,után,հետո,setelah,eftir,Dopo,後,შემდეგ,кейін,~ 후에,Dopo,pēc,по,selepas,na,etter,Po,depois,depois,după,после,po,po,më pas,после,efter,หลังจาก,pagkatapos,sonrasında,کے بعد,sau đó
WIN,فاز,Спечелени,pobijediti,guanyar,vyhrál,vandt,gewonnen,Κέρδισε,won ,gajnis,ganado,võitu,lortu,برنده شد,voitti,gagné,gañado,זכית,osvojen,nyerte,հաղթեց,won,Vann,vinto,勝利した,მოიგო,жеңді,이겼다,vinto,uzvarēt,победи,menang,won,Vant,wygrał,ganho,ganho,castigat,выиграл,vyhratý,zmagal,fitoi,победио,vann,วอน,nanalo,kazanmak,جیت,thắng
praat,يتحدث,говоря,razgovor,xerrada,mluvit,tale,sprechen,ΜΙΛΑ ρε,talk ,paroli,hablar,vestlus,solas egin,صحبت,puhua,parler,falar,דבר,razgovor,beszélgetés,խոսել,bicara,tala,parlare,話,საუბარი,әңгіме,말하다,parlare,saruna,Разговор,bercakap,gesprek,snakke,rozmawiać,falar,falar,vorbi,разговаривать,reč,govoriti,bisedë,разговарати,prata,พูดคุย,kausapin,konuşmak,بات کریں,nói chuyện
weg,بعيد,далеч,daleko,lluny,pryč,væk,weg,Μακριά,away ,for,lejos,eemal,urruti,دور,pois,loin,lonxe,רָחוֹק,daleko,el,հեռու,jauh,burt,lontano,あちらへ,შორს,аулақ,떨어져 있는,lontano,prom,далеку,pergi,weg,borte,z dala,ausente,ausente,departe,прочь,preč,stran,larg,утакмица,bort,ห่างออกไป,malayo,uzak,دور,xa
as,من,отколкото,nego,que,než,end,als,από,than ,ol,que,kui,... baino,نسبت به. تا,kuin,que,que,מאשר,od,mint,քան,dibandingkan,en,di,よりも,ვიდრე,... гөрі,~보다,di,par,отколку,daripada,dan,enn,niż,que,que,decât,чем,než,kot,sesa,него,än,กว่า,kaysa sa,hariç,مقابلے,hơn
gedink,معتقد,мисъл,misao,pensament,myslel,tanke,Gedanke,σκέψη,thought ,Penso,pensamiento,mõte,pentsaera,فکر,ajatus,pensée,pensado,מַחֲשָׁבָה,misao,gondolat,միտք,pikiran,Hugsun,Pensiero,考え,აზრი,ой,생각,Pensiero,doma,мисла,pemikiran,gedachte,tanken,myśl,pensamento,pensamento,gând,мысль,premyslenie,misel,mendim,мисао,trodde,คิด,naisip,düşünce,سوچا,nghĩ
tuiste,بيت,У дома,Dom,casa,Domov,hjem,heim,Σπίτι,home ,Hejmo,hogar,Kodu,etxe,خانه,Koti,maison,casa,בית,Dom,itthon,տուն,rumah,heim,casa,家,სახლი,үй,집,casa,mājas,дома,rumah,thuis,hjem,dom,lar,lar,Acasă,дом,Domov,doma,shtëpi,кућа,Hem,บ้าน,Home,Ev,گھر,trang chủ
nag,ليلة,нощ,noć,nit,noc,nat,Nacht,Νύχτα,night ,Nokto,noche,öö,gau,شب,yö,nuit,noite,לַיְלָה,noć,éjszaka,գիշերօթիկ,malam,nótt,notte,夜,ღამე,түн,밤,notte,naktsmītne,ноќ,malam,nacht,natt,noc,noite,noite,noapte,ночь,noc,noč,natë,ноћ,natt,กลางคืน,Gabi,gece,رات,đêm
set,يضع,слагам,staviti,posar,dát,sætte,setzen,βάζω,put ,Metu,poner,panema,jarri,قرار دادن,laittaa,mettre,poñer,לָשִׂים,staviti,elhelyez,դնել,meletakkan,Settu,Mettere,置く,დადება,қою,놓다,Mettere,likt,Стави,letak,neerzetten,sette,umieścić,colocar,colocar,a pune,помещать,uviesť,daj,vendos,ставити,sätta,ใส่,Ilagay,koymak,ڈال,đặt
groot,عظيم,страхотен,sjajan,gran,skvělý,store,Großartig,εξαιρετική,great ,bonega,excelente,suur,handi,عالی,loistava,super,Estupendo,גדול,Sjajno,nagy,հիանալի,Besar,frábært,Grande,素晴らしい,დიდი,ұлы,엄청난,Grande,liels,Одлично,hebat,Geweldig,flott,Świetnie,ótimo,ótimo,Grozav,большой,skvelý,Super,i madh,велики,bra,ยอดเยี่ยม,malaki,Harika,زبردست,Tuyệt
daardie,أولئك,тези,oni,aquests,ty,de der,diese,εκείνοι,those ,Tiuj,aquellos,need,haiek,آنها,nuo,ceux,eses,הָהֵן,oni,azok,նրանք,itu,þeir,quelli,それらの,ისინი,анау,저것들,quelli,tie,оние,mereka,die,de,te,aqueles,aqueles,acestea,те,tie,te,ato,они,de där,เหล่านั้น,yun,onlar,وہ,những thứ kia
laaste,آخر,Последно,zadnji,últim,poslední,sidst,zuletzt,τελευταίος,last ,Lasta,último,viimane,azken,آخر,kestää,dernier,último,אחרון,posljednji,utolsó,տեւել,terakhir,síðast,scorso,最後,უკანასკნელი,соңғы,마지막,scorso,Pēdējais,последно,terakhir,laatst,siste,ostatni,durar,durar,ultimul,последний,utrpieť,nazadnje,i fundit,задњи,sista,ล่าสุด,Huling,son,آخری,cuối cùng
beter,أحسن,По-добре,bolji,millor,lepší,bedre,besser,καλύτερα,better ,Pli bona,mejor,parem,hoberen,بهتر,paremmin,mieux,mellor,טוב יותר,bolje,jobb,ավելի լավ,lebih baik,Betri,Meglio,より良い,უკეთესი,жақсырақ,더 나은,Meglio,labāks,подобро,lebih baik,beter,bedre,lepsza,melhorar,melhorar,mai bine,лучше,lepší,boljši,më mirë,боље,bättre,ดีกว่า,mas mabuti,daha iyi,بہتر,tốt hơn
alles,كل شئ,всичко,sve,tot,všechno,alt,alles,τα παντα,everything ,ĉio,todo,kõik,oro,همه چيز,kaikki,tout,todo,הכל,sve,minden,ամեն ինչ,semuanya,allt,qualunque cosa,すべての,ყველაფერი,барлық,모든 것,qualunque cosa,viss,сè,semuanya,alles,alt,wszystko,tudo,tudo,Tot,все,všetko,vse,gjithçka,све,allt,ทุกอย่าง,lahat,her şey,سب کچھ,mọi thứ
vertel,أخبر,казано,rekao,vaig parlar,řekl,fortalte,erzählt,ερεθής,told ,rakontis,dijo,teade,aldiz,گفت,käski,dit,contado,אמר,rečeno,mondta,ասաց,diberi tahu,sagði,detto,言った,განუცხადა,-ін,말했다,detto,pastāstīt,кажано,diberitahu,verteld,fortalte,powiedział,contado,contado,spus,сказал,informovaný,povedala,i dhënë,рекао,berättade,บอก,sinabi,söylenmiş,بتایا,nói
nuut,جديد,Ново,novo,nou,Nový,ny,neu,νέος,new ,Nova,nuevo,uus,berri,جدید,Uusi,nouveau,Novo,חָדָשׁ,novi,új,նոր,baru,Nýtt,nuovo,新しい,ახალი,жаңа,새로운,nuovo,jauns,Ново,baru,nieuw,ny,nowy,novo,novo,nou,новый,Nový,novo,i ri,Нова,ny,ใหม่,Bago,yeni,نئی,mới
dinge,أشياء,неща,stvari,coses,věci,ting,Dinge,πράγματα,things ,aferoj,cosas,asjad,gauza,چیز,asia,choses,cousas,דברים,stvari,dolgok,բաներ,hal-hal,hlutir,cose,もの,რამ,нәрселер,것들,cose,lietas,работи,perkara,dingen,tingene,rzeczy,coisas,coisas,Lucruri,вещи,veci,stvari,gjë,ствари,saker,สิ่งของ,mga bagay,şeyler,چیزیں,đồ đạc
altyd,دائماً,винаги,uvek,sempre,vždy,altid,stets,πάντα,always ,ĉiam,siempre,alati,beti bait,همیشه,aina,toujours,Sempre,תמיד,stalno,mindig,միշտ,selalu,Alltaf,Sempre,いつも,ყოველთვის,ірқашан,언제나,Sempre,vienmēr,Секогаш,selalu,altijd,alltid,zawsze,sempre,sempre,mereu,всегда,vždy,nenehno,gjithmonë,увек,alltid,เสมอ,Palagi,Her zaman,ہمیشہ,luôn luôn
hou,يحفظ,пазя,zadržati,mantenir,držet,holde,halten,διατήρηση,keep ,Konservu,mantener,säilitama,gorde,نگاه داشتن,pitää,donjon,garda,לִשְׁמוֹר,zadržati,tart,պահել,menyimpan,Haltu,Mantenere,保つ,შენახვა,ұстау,유지하다,Mantenere,paturēt,Чувајте,Simpan,houden,beholde,trzymać,manter,manter,a pastra,держать,držať,obdrži,mbaj,задржати,ha kvar,เก็บ,panatilihin,kale,رکھیں,giữ
lank,طويل,дълго,dugačak,llarg,dlouho,lang,lang,μακρύς,long ,longa,largo,pikk,luze,طولانی,pitkä,long,longo,ארוך,dugačak,hosszú,երկար,panjang,Langt,lungo,長さ,გრძელი,ұзақ,긴,lungo,ilgs,Долго,panjang,lang,lang,długi,longo,longo,lung,длинный,dlhý,dolga,i gjatë,дугачак,lång,ยาว,mahaba,uzun,لمبا,dài
jare,سنين,години,godina,anys,roky,flere år,Jahre,έτη,years ,jaroj,años,aastaid,urte,سال ها,vuotta,années,anos,שנים,godine,évek,տարիներ,bertahun-tahun,ár,anni,年,წლები,жылдар,연령,anni,gadi,години,tahun,jaar,år,lata,anos,anos,ani,годы,roky,leta,vite,година,år,ปี,taon,yıllar,سال,năm
verlaat,يترك,оставете,napustiti,deixar,odejít,forlade,verlassen,άδεια,leave ,Foriru,dejar,lahkuma,baimen,ترک کردن,jättää,partir,deixar,לעזוב,napustiti,elhagy,հեռանալ,meninggalkan,fara,Partire,離れる,დატოვება,кету,떠나다,Partire,atstāšana,Остави,pergi,vertrekken,permisjon,Zostawić,deixar,deixar,părăsi,оставлять,opustiť,dopust,largohem,одсуствовати,lämna,ออกจาก,umalis,ayrılmak,چھوڑ دو,rời khỏi
doen,يفعل,прави,radi,fa,ano,gør,tut,κάνει,does ,faras,hace,teeb,al du,میکند,tekee,fait,fai,כן,učiniti,csinál,անելանելի,melakukan,gerir,fa,します,აკეთებს,салушы,하다,fa,darīšana,Дали,tidak,doet,gjør,robi,faz,faz,face,делает,robiť,naredi,bën,да,göra,ทำ,ay,yapmak,کرتا ہے,làm
geld,مال,пари,novac,diner,peníze,penge,Geld,χρήματα,money ,mono,dinero,raha,diru,پول,raha,argent,cartos,כֶּסֶף,novac,pénz,փող,uang,Peningar,soldi,お金,ფული,ақша,돈,soldi,nauda,пари,wang,geld,penger,pieniądze,dinheiro,dinheiro,bani,деньги,peniaze,denar,para,новац,pengar,เงิน,Pera,para,رقم,tiền bạc
in die omtrek,حول,наоколо,okolo,al voltant,kolem,rundt om,um,περίπου,around ,ĉirkaŭe,alrededor,ümber,-en inguru,دور و بر,noin,autour,ao redor,סְבִיב,oko,körül,շուրջը,sekitar,í kringum það,in giro,その周り,ირგვლივ,айналасында,약,in giro,apkārt,Околу,sekitar,rondom,rundt,wokół,em volta,em volta,în jurul,вокруг,okolo,okoli,përreth,око,runt,รอบๆ,sa paligid,etrafında,آس پاس,xung quanh
doen,لا,не,ne,no,nedělí,gør ikke,tut nicht,δεν,doesn ,ne faras,no,kas,d ahoskatzea ez,نپردم,ei,ne fait pas,doe,לא,ne,nem,չիլանում,tidak,gerir það ekki,non lo fa,しない,არ,жоқ,그렇습니다,non lo fa,nav,не,tidak,doet niet,gjør ikke,czyn,não,não,nu,не,robiť,ne,jo,не,gör inte,ไม่ได้,hindi,değil,نہیں کرتا ہے,không
naam,اسم,име,ime,nom,název,navn,Name,όνομα,name ,Nomo,nombre,nimetus,izen,نام,nimi,nom,Nome,שֵׁם,Ime,név,Անուն,nama,Nafn,nome,名前,სახელი,есім,이름,nome,nosaukt,име,nama,naam,Navn,nazwa,nome,nome,Nume,имя,názov,ime,emër,назив,namn,ชื่อ,Pangalan,isim,نام,tên
plek,مكان,място,mjesto,lloc,místo,placere,Ort,θέση,place ,Loko,lugar,koht,leku,محل,paikka,lieu,lugar,מקום,mjesto,hely,տեղ,tempat,staður,posto,場所,მოთავსება,орын,장소,posto,izvietot,место,tempat,plaats,plass,miejsce,lugar,lugar,loc,место,miesto,mesto,vend,место,plats,สถานที่,Lugar,yer,جگہ,địa điểm
altyd,أبدًا,някога,ikad,sempre,vůbec,nogensinde,immer,πάντα,ever ,iam ajn,alguna vez,iial,inoiz,همیشه,koskaan,jamais,nunca,אֵיִ פַּעַם,ikad,valaha,միշտ,pernah,Alltaf,mai,これまで,ოდესმე,әйтеуір,항상,mai,kādreiz,некогаш,pernah,ooit,noen gang,kiedykolwiek,sempre,sempre,vreodată,всегда,vôbec,vedno,ndonjëherë,икад,någonsin,เคย,kailanman,durmadan,کبھی,bao giờ
voel,يشعر,Усещам,osjećati,sentir -se,cítit,føle,fühlen,αφή,feel ,sentu,sentir,tunduma,sentitu,احساس کردن,tuntua,se sentir,sentir,להרגיש,osjetiti,érez,զգալ,merasa,Finn,Tatto,感じられる,გრძნობა,сезу,느끼다,Tatto,sajūta,чувствувај се,rasa,gevoel,føle,czuć,sentir,sentir,simți,чувствовать,cítiť,občutek,ndjej,осетити,känna,รู้สึก,pakiramdam,hissetmek,محسوس کریں,cảm thấy
ouens,شباب,Момчета,momci,nois,Kluci,fyre,Leute,παιδιά,guys ,uloj,tipo,poisid,mutilak,بچه,kaverit,gars,Rapaces,חבר'ה,dečki,srácok,տղաներ,Teman-teman,Krakkar,Ragazzi,彼ら,ბიჭები,балалар,얘들아,Ragazzi,puiši,момчиња,lelaki,jongens,folkens,Chłopaki,pessoal,pessoal,baieti,ребята,chlapci,fantje,djema,момци,grabbar,พวก,Guys,Çocuklar,دوستو,Các bạn
vader,أب,баща,otac,pare,otec,far,Vater,πατέρας,father ,Patro,padre,isa,aita,پدر,isä,père,Pai,אַבָּא,otac,apa,հայր,ayah,Faðir,padre,父親,მამა,әке,아버지,padre,tēvs,Татко,bapa,vader,far,ojciec,pai,pai,Tată,отец,otca,oče,baba,отац,far,พ่อ,Ama,baba,باپ,bố
ou,رجل,Момче,momak,paio,chlap,Fyr,Kerl,ο τύπος,guy ,Ulo,chico,kutt,tipo,پسر,kaveri,gars,Río,בָּחוּר,momak,fickó,տղա,pria,Gaur,tipo,男,ბიჭი,жікен,남자,tipo,rende,дечко,lelaki,jongen,fyr,facet,cara,cara,tip,парень,chlap,fant,djalë,момак,kille,ผู้ชาย,Guy,adam,لڑکے,chàng trai
gemaak,صنع,направен,napravljen,feta,vyrobeno,lavet,gemacht,έκανε,made ,farita,hecho,valmistatud,made,ساخته شده,valmis,fait,feito,עָשׂוּי,napravljen,készült,պատրաստված,dibuat,Made,fatto,作る,გაკეთებული,жасау,만들어진,fatto,pagatavots,направени,dibuat,gemaakt,laget,zrobiony,feito,feito,făcut,сделал,vyrobený,narejen,i bërë,направљен,gjord,ทำ,ginawa,yapılmış,بنایا,làm ra
ou,قديم,стар,star,vell,starý,gammel,alt,παλαιός,old ,malnova,viejo,vana,zahar,قدیمی,vanha,vieux,vello,ישן,star,régi,հին,tua,gamall,vecchio,年,მოხუცი,ескі,오래된,vecchio,sens,стар,tua,oud,gammel,stary,velho,velho,vechi,старый,starý,star,i vjetër,стар,gammal,เก่า,Matanda,eskimiş,بوڑھا,cũ
ISN,isn,isn,ISN,no és,ISN,er ikke,isn,isn,isn ,ne estas,es,isn,ifr,ISN,ISN,norme,isn,isn,nije,ISN,չի հայտարարել,adalah n,ISN,non è,ISN,არ არის,isn,ISN,non è,nav,не,ISN,ISN,er n,Isn,isn,isn,isn,is,iSn,ni,nuk është,исн,ISN,ISN,ISN,ISN,isn,isn
watter,أيّ,който,koji,quin,který,hvilken,welche,οι οποίες,which ,Kiu,cual,mis,zein,کدام,mikä,qui,cal,איזה,koji,melyik,որը,yang,sem,Quale,どれの,რომელი,қайсы,어느,Quale,kas,кои,yang,welke,hvilken,Który,qual,qual,care,который,aký,ki,cila,која,som,ที่,Alin,Hangi,کونسا,cái mà
groot,كبير,голям,veliki,gran,velký,stor,groß,μεγάλο,big ,Granda,grande,suur,handi,بزرگ,iso,grand,grande,גָדוֹל,velik,nagy,մեծ,besar,Stór,grande,大きい,დიდი,үлкен,큰,grande,liels,големо,besar,groot,stor,duży,grande,grande,mare,большой,veľký,veliko,i madh,велики,stor,ใหญ่,malaki,büyük,بڑا,to lớn
klomp,كثير,много,puno,quantitat,hodně,masse,viel,παρτίδα,lot ,LOTO,lote,partii,asko,بخش,erä,parcelle,lote,מִגרָשׁ,mnogo,sok,լերձում,banyak,mikið,quantità,多く,ბევრი,көп,많은,quantità,lot,многу,banyak,kavel,mye,działka,muito,muito,lot,много,veľa,veliko,shumë,много,massa,มาก,maraming,pay,بہت,nhiều
gedoen,منتهي,Свършен,gotov,fer,Hotovo,Færdig,Erledigt,Έγινε,done ,farita,hecho,tehtud,egin,انجام شده,tehty,fait,feito,בוצע,završen,Kész,կատարած,Selesai,gert,Fatto,終わり,შესრულებულია,жасалды,완료,Fatto,darīts,направено,selesai,klaar,Ferdig,zrobione,feito,feito,Terminat,сделанный,hotový,Končano,i mbaruar,Готово,Gjort,เสร็จแล้ว,Tapos na,Tamamlandı,کیا,xong
hallo,مرحبًا,Здравейте,zdravo,Hola,Ahoj,Hej,Hallo,Γειά σου,hello ,Saluton,Hola,Tere,agur,سلام,Hei,Bonjour,Ola,שלום,zdravo,Helló,Բարեւ,Halo,Halló,Ciao,こんにちは,გამარჯობა,Сәлеметсіз бе,안녕하세요,Ciao,Sveiki,Здраво,Helo,Hallo,Hallo,Witam,olá,olá,Buna ziua,привет,Ahoj,zdravo,Përshëndetje,Здраво,Hallå,สวัสดี,Kamusta,Merhaba,ہیلو,Xin chào
lekker,لطيف - جيد,Хубаво,lijep,maco,pěkný,pæn,Hübsch,όμορφη,nice ,bela,lindo,kena,atsegin,خوب,kiva,bon,bo,נֶחְמָד,Lijepo,szép,հաճելի,Bagus,Fínt,Carino,良い,კარგი,жақсы,멋진,Carino,jauks,убаво,Bagus,Leuk,hyggelig,Ładny,legal,legal,Grozav,хороший,pekný,lepo,i këndshëm,леп,trevlig,ดี,maganda,Güzel,اچھا,Đẹp
glo,يعتقد,вярвам,vjerovati,creure,věřit,tro på,glauben,πιστεύω,believe ,kredas,creer,uskuma,sinetsi,ایمان داشتن,uskoa,croire,crer,לְהֶאֱמִין,vjerovati,hinni,հավատալ,meyakini,Trúa,credere,信じる,რწმენა,сену,믿다,credere,ticēt,верувајте,percaya,geloven,tro,uważać,acreditar,acreditar,crede,полагать,veriť,verjeti,besoj,веровати,tro,เชื่อ,maniwala ka,inanmak,یقین,tin tưởng
meisie,بنت,момиче,djevojka,noia,dívka,pige,Mädchen,κορίτσι,girl ,Knabino,chica,tütarlaps,neska,دختر,tyttö,fille,rapaza,ילדה,djevojka,lány,աղջիկ,gadis,stelpa,ragazza,女の子,ქალიშვილი,қыз бала,소녀,ragazza,meitene,девојче,gadis,meisje,pike,dziewczyna,garota,garota,fată,девочка,dievča,dekle,vajze,девојка,flicka,สาว,Babae,kız,لڑکی,con gái
iemand,شخص ما,някой,neko,algú,někdo,nogen,jemand,κάποιος,someone ,iu,alguien,keegi,norbait,کسی,joku,quelqu'un,alguén,מִישֶׁהוּ,netko,valaki,ինչ-որ մեկը,seseorang,Einhver,qualcuno,誰か,ვიღაც,біреу,누구,qualcuno,kāds,некој,seseorang,iemand,noen,ktoś,alguém,alguém,cineva,кто-то,niekto,nekdo,dikush,неко,någon,บางคน,isang tao,birisi,کسی,người nào đó
fyn,بخير,глоба,u redu,multar,pokuta,bøde,Bußgeld,πρόστιμο,fine ,Bone,bien,peen,isun,خوب,hieno,bien,ben,בסדר גמור,fino,bírság,տուգանք,Bagus,Fínt,Bene,大丈夫,ჯარიმა,айыппұл,괜찮은,Bene,smalks,добро,baik,prima,fint,Cienki,multar,multar,amenda,отлично,pokuta,V redu,i mirë,у реду,bra,ดี,Fine,iyi,ٹھیک,khỏe
